"","zip","required_testing","not_required_testing","required_testing_tested","required_testing_not_tested","number_of_first_tests","first_test_pos_required","first_test_neg_required","first_test_pos_req_percent","latest_test_positive_required","latest_test_negative_required","latest_test_pos_required_percent","any_test_positive_all","any_test_positive_req","number_of_facilities_tested_all","number_of_facilities_tested_req","atp_percent_of_tested_all","atp_percent_of_tested_req","max_capacity_required","day_night_capacity_required","max_capacity_all","day_night_capacity_all","atp_max_capacity_req","ltp_max_capacity_req","ltp_percent_bucket","ltp_count_bucket","ftp_percent_bucket","ftp_count_bucket","atp_count_bucket","atp_percent_bucket","atp_mc_bucket","ltp_mc_bucket","should_bucket"
"530","61761",23,10,10,13,11,3,8,27.2727272727273,2,8,20,3,2,0,0,Inf,Inf,391,405,1152,1176,16,16,"15.01 - 20%","01 - 5","21 - 30%","01 - 5","01 - 5","More than 50%","016 - 29","016 - 30","11 - 20"
"531","61764",8,0,2,6,2,0,2,0,0,2,0,0,0,0,0,NA,NA,89,89,89,89,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"532","61770",2,1,1,1,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,11,14,19,22,8,8,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"533","61775",1,0,1,0,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,8,8,8,8,8,8,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","0"
"534","61778",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"535","61801",23,6,7,16,8,1,7,12.5,0,7,0,1,1,0,0,Inf,Inf,587,694,709,851,8,0,"0%","0","01 - 13%","01 - 5","01 - 5","More than 50%","005 - 15","0","11 - 20"
"536","61802",17,7,4,13,4,0,4,0,0,4,0,0,0,0,0,NA,NA,125,163,640,710,0,0,"0%","0","0","0","0",NA,"0","0","11 - 20"
"537","61812",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"538","61814",2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,NA,NA,15,15,21,26,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"539","61817",3,0,1,2,1,0,1,0,0,1,0,0,0,0,0,NA,NA,24,24,24,24,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"540","61818",3,0,0,3,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,36,36,36,36,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"541","61820",22,4,12,10,13,3,10,23.0769230769231,3,9,25,3,3,0,0,Inf,Inf,601,768,737,928,125,125,"20.01 - 30.0%","01 - 5","21 - 30%","01 - 5","01 - 5","More than 50%","101 - 200","101 - 200","01 - 10"
"542","61821",84,2,52,32,52,17,35,32.6923076923077,17,35,32.6923076923077,17,17,0,0,Inf,Inf,1558,2006,1587,2039,279,279,"Greater than 30%","16 - 19","31 - 50%","16 - 21","16 - 19","More than 50%","201 - 300","201 - 300","31 - 38"
"543","61822",15,17,6,9,8,0,8,0,0,6,0,0,0,0,0,NA,NA,223,276,614,760,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"544","61830",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,19,19,19,19,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"545","61832",31,1,26,5,26,5,21,19.2307692307692,5,21,19.2307692307692,5,5,0,0,Inf,Inf,531,664,591,732,265,265,"15.01 - 20%","01 - 5","14 - 20%","01 - 5","01 - 5","More than 50%","201 - 300","201 - 300","01 - 10"
"546","61833",2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,NA,NA,16,18,16,18,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"547","61834",6,0,5,1,5,0,5,0,0,5,0,0,0,0,0,NA,NA,46,74,46,74,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"548","61842",3,0,2,1,3,0,3,0,0,2,0,0,0,0,0,NA,NA,24,24,32,32,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"549","61843",6,2,6,0,6,1,5,16.6666666666667,1,5,16.6666666666667,1,1,0,0,Inf,Inf,232,232,248,256,81,81,"15.01 - 20%","01 - 5","14 - 20%","01 - 5","01 - 5","More than 50%","051 - 100","051 - 100","0"
"550","61844",2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,NA,NA,16,24,16,24,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"551","61846",6,0,1,5,1,1,0,100,0,1,0,1,1,0,0,Inf,Inf,50,74,50,74,8,0,"0%","0","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","0","01 - 10"
"552","61849",2,0,2,0,2,0,2,0,0,2,0,0,0,0,0,NA,NA,13,18,13,18,0,0,"0%","0","0","0","0",NA,"0","0","0"
"553","61850",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,16,8,16,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"554","61853",15,2,9,6,9,1,8,11.1111111111111,1,8,11.1111111111111,1,1,0,0,Inf,Inf,259,281,404,426,8,8,"10.01 - 15.0%","01 - 5","01 - 13%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"555","61854",0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,5,5,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"556","61856",9,1,1,8,1,0,1,0,0,1,0,0,0,0,0,NA,NA,120,124,149,153,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"557","61857",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,7,14,7,14,0,0,"0%","0","0","0","0",NA,"0","0","0"
"558","61858",3,0,0,3,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,85,101,85,101,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"559","61859",3,0,0,3,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,24,32,24,32,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"560","61866",17,2,8,9,8,2,6,25,0,8,0,2,2,0,0,Inf,Inf,546,783,570,823,150,0,"0%","0","21 - 30%","01 - 5","01 - 5","More than 50%","101 - 200","0","01 - 10"
"561","61870",2,0,2,0,2,1,1,50,1,1,50,1,1,0,0,Inf,Inf,7,7,7,7,0,0,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","0","0","0"
"562","61873",3,3,0,3,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,23,23,257,257,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"563","61874",5,0,3,2,4,2,2,50,2,1,66.6666666666667,2,2,0,0,Inf,Inf,209,209,221,233,38,38,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","030 - 50","031 - 50","01 - 10"
"564","61877",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,8,8,8,8,0,0,"0%","0","0","0","0",NA,"0","0","0"
"565","61880",4,1,0,4,1,1,0,100,0,0,NA,1,0,0,0,Inf,NA,36,36,119,119,0,0,NA,"0","More than 50%","01 - 5","0",NA,"0","0","01 - 10"
"566","61883",9,1,4,5,4,0,4,0,0,4,0,0,0,0,0,NA,NA,95,105,103,113,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"567","61910",4,0,2,2,2,0,2,0,0,2,0,0,0,0,0,NA,NA,27,27,27,27,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"568","61911",2,0,1,1,2,0,2,0,0,1,0,0,0,0,0,NA,NA,14,14,21,21,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"569","61913",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,15,15,15,15,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"570","61919",2,1,0,2,1,0,1,0,0,0,NA,0,0,0,0,NA,NA,16,16,45,55,0,0,NA,"0","0","0","0",NA,"0","0","01 - 10"
"571","61920",12,2,3,9,3,1,2,33.3333333333333,1,2,33.3333333333333,1,1,0,0,Inf,Inf,336,344,575,583,6,6,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"572","61924",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,13,13,13,13,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"573","61928",0,0,0,0,1,0,1,0,0,0,NA,0,0,0,0,NA,NA,0,0,8,8,0,0,NA,"0","0","0","0",NA,"0","0","0"
"574","61933",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,12,12,12,12,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"575","61938",10,1,3,7,5,1,4,20,1,2,33.3333333333333,1,1,0,0,Inf,Inf,184,192,534,597,8,8,"Greater than 30%","01 - 5","14 - 20%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"576","61943",0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"577","61944",11,1,2,9,4,0,4,0,0,2,0,0,0,0,0,NA,NA,125,150,265,318,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"578","61951",9,0,2,7,2,2,0,100,2,0,100,2,2,0,0,Inf,Inf,225,225,225,225,99,99,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","051 - 100","051 - 100","01 - 10"
"579","61953",6,0,0,6,1,1,0,100,0,0,NA,1,0,0,0,Inf,NA,46,49,76,81,0,0,NA,"0","More than 50%","01 - 5","0",NA,"0","0","01 - 10"
"580","61956",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,7,7,15,15,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"581","61957",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,12,12,12,12,0,0,"0%","0","0","0","0",NA,"0","0","0"
"582","62001",0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,64,64,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"583","62002",11,0,5,6,5,1,4,20,0,5,0,1,1,0,0,Inf,Inf,792,865,792,865,71,0,"0%","0","14 - 20%","01 - 5","01 - 5","More than 50%","051 - 100","0","01 - 10"
"584","62009",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,56,56,56,56,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"585","62010",6,1,4,2,5,2,3,40,0,4,0,2,2,0,0,Inf,Inf,143,147,197,201,65,0,"0%","0","31 - 50%","01 - 5","01 - 5","More than 50%","051 - 100","0","01 - 10"
"586","62012",5,0,2,3,2,1,1,50,1,1,50,1,1,0,0,Inf,Inf,115,115,115,115,76,76,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","051 - 100","051 - 100","01 - 10"
"587","62014",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,57,57,57,57,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"588","62016",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,16,16,16,16,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"589","62017",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,6,6,6,6,0,0,"0%","0","0","0","0",NA,"0","0","0"
"590","62024",4,0,2,2,2,0,2,0,0,2,0,0,0,0,0,NA,NA,188,204,188,204,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"591","62025",9,1,4,5,4,1,3,25,0,4,0,1,1,0,0,Inf,Inf,478,478,611,611,82,0,"0%","0","21 - 30%","01 - 5","01 - 5","More than 50%","051 - 100","0","01 - 10"
"592","62033",3,1,0,3,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,28,28,40,40,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"593","62034",3,3,3,0,4,4,0,100,3,0,100,4,3,0,0,Inf,Inf,266,365,593,692,266,266,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","201 - 300","201 - 300","0"
"594","62035",3,1,2,1,2,1,1,50,0,2,0,2,2,0,0,Inf,Inf,154,154,204,204,118,0,"0%","0","31 - 50%","01 - 5","01 - 5","More than 50%","101 - 200","0","01 - 10"
"595","62037",0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"596","62040",13,0,4,9,4,3,1,75,3,1,75,3,3,0,0,Inf,Inf,453,481,551,585,24,24,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","016 - 29","016 - 30","01 - 10"
"597","62044",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"598","62046",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,83,83,83,83,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"599","62047",1,1,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,30,30,46,46,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"600","62049",2,0,2,0,2,0,2,0,0,2,0,0,0,0,0,NA,NA,115,119,123,127,0,0,"0%","0","0","0","0",NA,"0","0","0"
"601","62052",6,2,0,6,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,163,163,349,349,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"602","62056",4,2,2,2,3,0,3,0,0,2,0,0,0,0,0,NA,NA,71,75,207,211,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"603","62060",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,28,35,36,51,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"604","62062",2,1,1,1,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,184,184,192,192,63,63,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","051 - 100","051 - 100","01 - 10"
"605","62067",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,50,50,50,50,0,0,"0%","0","0","0","0",NA,"0","0","0"
"606","62069",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,8,8,8,8,0,0,"0%","0","0","0","0",NA,"0","0","0"
"607","62074",0,0,0,0,1,0,1,0,0,0,NA,0,0,0,0,NA,NA,0,0,12,12,0,0,NA,"0","0","0","0",NA,"0","0","0"
"608","62075",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,16,16,16,16,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"609","62080",3,0,1,2,2,1,1,50,0,1,0,1,0,0,0,Inf,NA,27,27,35,36,0,0,"0%","0","31 - 50%","01 - 5","0",NA,"0","0","01 - 10"
"610","62082",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,16,16,16,16,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"611","62084",2,0,2,0,2,0,2,0,0,2,0,0,0,0,0,NA,NA,95,95,95,95,0,0,"0%","0","0","0","0",NA,"0","0","0"
"612","62087",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,8,12,8,12,0,0,"0%","0","0","0","0",NA,"0","0","0"
"613","62088",3,2,1,2,1,0,1,0,0,1,0,0,0,0,0,NA,NA,24,27,39,42,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"614","62089",0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,7,7,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"615","62090",3,0,2,1,2,2,0,100,2,0,100,2,2,0,0,Inf,Inf,24,40,24,40,16,16,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","016 - 29","016 - 30","01 - 10"
"616","62092",3,0,1,2,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,97,97,97,97,8,8,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"617","62094",0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,8,16,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"618","62095",3,0,2,1,2,0,2,0,0,2,0,0,0,0,0,NA,NA,22,30,22,30,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"619","62201",2,4,1,1,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,67,74,338,535,7,7,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"620","62203",18,1,6,12,10,8,2,80,5,1,83.3333333333333,8,5,0,0,Inf,Inf,269,529,416,823,167,167,"Greater than 30%","01 - 5","More than 50%","06 - 10","01 - 5","More than 50%","101 - 200","101 - 200","11 - 20"
"621","62204",3,2,1,2,1,0,1,0,0,1,0,0,0,0,0,NA,NA,21,40,260,293,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"622","62205",11,0,4,7,4,3,1,75,3,1,75,3,3,0,0,Inf,Inf,440,661,448,677,146,146,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","101 - 200","101 - 200","01 - 10"
"623","62206",24,0,7,17,11,10,1,90.9090909090909,7,0,100,10,7,0,0,Inf,Inf,423,640,550,800,207,207,"Greater than 30%","06 - 10","More than 50%","06 - 10","06 - 10","More than 50%","201 - 300","201 - 300","11 - 20"
"624","62207",9,6,5,4,6,5,1,83.3333333333333,4,1,80,5,4,0,0,Inf,Inf,75,144,252,359,35,35,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","030 - 50","031 - 50","01 - 10"
"625","62208",13,4,10,3,10,1,9,10,1,9,10,1,1,0,0,Inf,Inf,391,460,536,641,8,8,"Greater than 30%","01 - 5","01 - 13%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"626","62215",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,8,8,68,68,0,0,"0%","0","0","0","0",NA,"0","0","0"
"627","62216",0,3,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,211,218,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"628","62218",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,12,12,23,23,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"629","62219",3,0,2,1,2,1,1,50,1,1,50,1,1,0,0,Inf,Inf,22,22,34,34,6,6,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"630","62220",8,5,4,4,4,3,1,75,3,1,75,3,3,0,0,Inf,Inf,226,264,503,581,111,111,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","101 - 200","101 - 200","01 - 10"
"631","62221",13,8,4,9,5,3,2,60,2,2,50,3,2,0,0,Inf,Inf,301,363,385,514,16,16,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","016 - 29","016 - 30","01 - 10"
"632","62223",6,1,4,2,6,6,0,100,4,0,100,6,4,0,0,Inf,Inf,44,80,103,186,28,28,"Greater than 30%","01 - 5","More than 50%","06 - 10","01 - 5","More than 50%","016 - 29","016 - 30","01 - 10"
"633","62226",14,6,8,6,10,3,7,30,2,6,25,3,2,0,0,Inf,Inf,522,602,623,751,13,13,"20.01 - 30.0%","01 - 5","21 - 30%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"634","62230",2,4,1,1,1,1,0,100,0,1,0,1,1,0,0,Inf,Inf,98,98,325,325,92,0,"0%","0","More than 50%","01 - 5","01 - 5","More than 50%","051 - 100","0","01 - 10"
"635","62231",3,1,1,2,2,0,2,0,0,1,0,0,0,0,0,NA,NA,28,28,49,57,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"636","62232",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,155,155,155,155,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"637","62233",3,0,3,0,3,1,2,33.3333333333333,1,2,33.3333333333333,1,1,0,0,Inf,Inf,35,35,35,35,19,19,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","016 - 29","016 - 30","0"
"638","62234",8,1,2,6,2,2,0,100,2,0,100,2,2,0,0,Inf,Inf,206,206,317,317,106,106,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","101 - 200","101 - 200","01 - 10"
"639","62236",4,2,2,2,3,2,1,66.6666666666667,2,0,100,2,2,0,0,Inf,Inf,297,297,576,588,125,125,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","101 - 200","101 - 200","01 - 10"
"640","62237",1,0,1,0,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,19,19,19,19,19,19,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","016 - 29","016 - 30","0"
"641","62238",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,8,16,8,16,0,0,"0%","0","0","0","0",NA,"0","0","0"
"642","62239",2,2,2,0,2,1,1,50,1,1,50,1,1,0,0,Inf,Inf,114,114,188,202,78,78,"Greater than 30%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","051 - 100","051 - 100","0"
"643","62242",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,16,16,16,16,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"644","62243",2,2,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,28,28,240,240,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"645","62245",4,0,1,3,2,0,2,0,0,1,0,0,0,0,0,NA,NA,128,128,148,148,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"646","62246",0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,8,13,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"647","62249",4,1,0,4,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,263,265,493,495,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"648","62254",1,1,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,59,94,67,102,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"649","62257",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,12,24,12,24,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"650","62258",2,4,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,73,73,365,597,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"651","62260",1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,7,7,65,65,0,0,"0%","0","0","0","0",NA,"0","0","0"
"652","62262",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,63,63,63,63,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"653","62263",2,0,2,0,3,0,3,0,0,2,0,0,0,0,0,NA,NA,16,16,68,68,0,0,"0%","0","0","0","0",NA,"0","0","0"
"654","62264",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,76,76,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"655","62265",3,2,1,2,1,0,1,0,0,1,0,0,0,0,0,NA,NA,83,83,213,213,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"656","62266",0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,12,24,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"657","62269",8,8,7,1,8,0,8,0,0,7,0,0,0,0,0,NA,NA,293,301,724,746,0,0,"0%","0","0","0","0",NA,"0","0","01 - 10"
"658","62271",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,23,23,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"659","62272",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,17,17,17,17,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"660","62274",1,0,0,1,1,0,1,0,0,0,NA,0,0,0,0,NA,NA,6,6,28,32,0,0,NA,"0","0","0","0",NA,"0","0","01 - 10"
"661","62275",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,8,8,8,8,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"662","62278",2,1,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,98,98,250,250,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"663","62282",1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,69,69,69,69,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"664","62285",2,0,0,2,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,196,196,196,196,0,0,NA,"0",NA,NA,"0",NA,"0","0","01 - 10"
"665","62286",1,0,1,0,2,0,2,0,0,1,0,0,0,0,0,NA,NA,72,72,123,131,0,0,"0%","0","0","0","0",NA,"0","0","0"
"666","62288",1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,NA,NA,70,70,70,70,0,0,"0%","0","0","0","0",NA,"0","0","0"
"667","62293",0,2,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,109,109,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"668","62294",4,3,1,3,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,318,480,732,898,8,8,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","005 - 15","01 - 10"
"669","62295",0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,0,0,119,119,0,0,NA,"0",NA,NA,"0",NA,"0","0","0"
"670","62298",4,1,1,3,1,1,0,100,1,0,100,1,1,0,0,Inf,Inf,365,365,697,697,143,143,"Greater than 30%","01 - 5","More than 50%","01 - 5","01 - 5","More than 50%","101 - 200","101 - 200","01 - 10"
"671","62301",60,2,16,44,16,5,11,31.25,4,12,25,5,5,0,0,Inf,Inf,1111,1603,1308,1815,151,143,"20.01 - 30.0%","01 - 5","31 - 50%","01 - 5","01 - 5","More than 50%","101 - 200","101 - 200","42 - 44"
"672","62305",26,2,9,17,10,6,4,60,4,5,44.4444444444444,6,5,0,0,Inf,Inf,300,309,346,357,138,29,"Greater than 30%","01 - 5","More than 50%","06 - 10","01 - 5","More than 50%","101 - 200","016 - 30","11 - 20"
"673","62312",4,2,1,3,1,1,0,100,0,1,0,1,1,0,0,Inf,Inf,32,32,44,44,8,0,"0%","0","More than 50%","01 - 5","01 - 5","More than 50%","005 - 15","0","01 - 10"
